log_id,user_id,action,resource,timestamp,purpose_of_use,result
L0000417,U0041,READ,model,2023-03-13 09:00:43,research,success
L0000418,U0013,READ,medication,2020-07-08 11:27:16,research,success
L0000419,U0011,READ,observation,2018-07-10 02:50:55,population_health,success
L0000420,U0045,READ,patient,2020-02-05 23:26:06,care,success
L0000421,U0011,ADMIN,condition,2019-06-30 08:30:21,governance,success
L0000422,U0091,READ,model,2019-05-11 04:52:22,care,success
L0000423,U0038,READ,observation,2025-08-06 08:31:26,care,success
L0000424,U0069,READ,medication,2018-08-14 22:26:57,governance,success
L0000425,U0009,READ,patient,2021-12-10 00:01:14,governance,success
L0000426,U0076,ADMIN,condition,2025-01-27 10:10:06,care,success
L0000427,U0076,READ,patient,2022-09-19 01:23:13,governance,success
L0000428,U0038,WRITE,encounter,2020-09-01 02:39:27,governance,success
L0000429,U0041,READ,outcome,2020-05-18 15:01:37,governance,success
L0000430,U0062,WRITE,consent,2024-12-30 09:15:07,governance,success
L0000431,U0025,ADMIN,encounter,2024-12-28 03:06:41,governance,success
L0000432,U0063,READ,observation,2020-05-22 22:41:04,research,success
L0000433,U0100,READ,encounter,2018-04-10 02:50:40,care,success
L0000434,U0011,READ,observation,2022-09-13 23:32:34,care,success
L0000435,U0070,READ,encounter,2022-08-08 18:48:04,care,success
L0000436,U0015,SCORE,outcome,2024-04-11 22:46:44,governance,success
L0000437,U0098,READ,model,2022-05-02 00:25:14,research,success
L0000438,U0061,READ,outcome,2021-11-02 06:02:19,population_health,denied
L0000439,U0067,READ,observation,2018-04-22 13:09:07,research,success
L0000440,U0035,READ,consent,2020-12-09 04:46:31,population_health,success
L0000441,U0042,READ,condition,2020-09-27 11:20:00,care,success
L0000442,U0028,WRITE,patient,2018-11-18 03:18:57,governance,success
L0000443,U0066,READ,consent,2025-06-21 08:55:43,population_health,success
L0000444,U0020,READ,condition,2024-02-07 12:30:36,research,success
L0000445,U0032,SCORE,condition,2021-04-29 20:31:10,governance,success
L0000446,U0033,READ,model,2025-03-30 15:07:31,research,success
L0000447,U0027,WRITE,patient,2021-03-31 00:57:43,governance,success
L0000448,U0011,READ,medication,2025-07-22 06:34:33,population_health,success
L0000449,U0012,READ,patient,2022-03-01 18:13:08,population_health,success
L0000450,U0096,READ,outcome,2019-07-14 06:27:26,population_health,success
L0000451,U0042,READ,condition,2023-08-21 09:42:48,population_health,success
L0000452,U0079,READ,model,2021-01-07 21:10:26,governance,success
L0000453,U0011,READ,observation,2020-07-01 10:29:21,population_health,success
L0000454,U0031,READ,encounter,2022-11-30 02:44:32,care,success
L0000455,U0058,SCORE,medication,2018-02-07 18:46:02,population_health,success
L0000456,U0082,READ,outcome,2025-04-23 23:30:35,care,error
L0000457,U0006,READ,condition,2025-08-21 12:07:09,population_health,success
L0000458,U0011,READ,patient,2023-03-08 04:11:18,population_health,success
L0000459,U0001,SCORE,condition,2019-12-31 01:49:12,research,success
L0000460,U0003,READ,patient,2020-12-30 01:34:42,governance,success
L0000461,U0053,READ,consent,2025-02-26 21:34:46,population_health,success
L0000462,U0047,READ,consent,2023-04-24 03:31:57,care,success
L0000463,U0016,READ,encounter,2022-06-23 00:33:47,research,success
L0000464,U0017,WRITE,observation,2020-01-26 01:55:32,population_health,success
L0000465,U0027,SCORE,patient,2020-09-05 19:21:47,care,success
L0000466,U0072,READ,outcome,2019-02-28 09:44:34,population_health,success
L0000467,U0015,SCORE,observation,2022-08-22 20:33:20,governance,success
L0000468,U0080,READ,encounter,2023-10-09 08:57:14,care,success
L0000469,U0058,READ,model,2023-08-12 01:18:38,governance,success
L0000470,U0034,READ,observation,2018-11-13 05:06:04,population_health,success
L0000471,U0007,READ,consent,2024-03-26 02:48:21,population_health,success
L0000472,U0095,WRITE,patient,2019-06-14 07:39:40,population_health,denied
L0000473,U0006,READ,condition,2023-03-04 17:15:52,population_health,success
L0000474,U0054,READ,medication,2018-07-30 05:55:42,population_health,success
L0000475,U0009,READ,encounter,2024-07-27 23:44:53,governance,success
L0000476,U0067,READ,consent,2022-12-01 03:30:54,governance,success
L0000477,U0075,READ,encounter,2024-12-25 05:10:16,governance,success
L0000478,U0034,SCORE,encounter,2024-08-07 03:22:24,population_health,success
L0000479,U0084,READ,model,2022-04-12 14:11:00,governance,success
L0000480,U0027,READ,medication,2020-05-17 15:32:05,population_health,success
L0000481,U0025,READ,outcome,2020-12-31 20:03:20,governance,success
L0000482,U0037,READ,model,2024-01-31 06:14:05,population_health,success
L0000483,U0063,SCORE,observation,2019-09-25 14:24:26,care,success
L0000484,U0059,WRITE,encounter,2021-02-12 07:04:31,governance,success
L0000485,U0003,READ,encounter,2021-05-27 06:07:51,research,success
L0000486,U0019,READ,patient,2020-11-16 23:29:55,governance,success
L0000487,U0095,READ,outcome,2024-06-10 12:59:44,research,success
L0000488,U0066,READ,condition,2024-03-28 21:59:56,governance,success
L0000489,U0080,READ,model,2023-08-14 12:07:00,governance,success
L0000490,U0013,WRITE,observation,2021-06-07 01:17:58,population_health,success
L0000491,U0012,READ,outcome,2022-02-04 08:09:29,governance,success
L0000492,U0097,SCORE,outcome,2022-04-06 18:54:40,population_health,success
L0000493,U0099,READ,patient,2021-05-04 08:15:26,care,success
L0000494,U0100,READ,consent,2019-11-13 13:46:27,care,success
L0000495,U0037,READ,patient,2019-12-06 05:02:15,population_health,success
L0000496,U0008,READ,encounter,2019-02-26 21:22:41,research,success
L0000497,U0060,WRITE,model,2021-07-29 21:45:08,care,success
L0000498,U0058,READ,encounter,2021-11-09 02:46:53,research,success
L0000499,U0089,READ,encounter,2020-09-23 20:23:57,research,success
L0000500,U0006,SCORE,observation,2025-02-15 15:32:31,care,success
L0000501,U0043,READ,outcome,2021-06-19 03:02:55,governance,success
L0000502,U0085,SCORE,encounter,2020-05-02 08:44:05,care,error
L0000503,U0074,READ,outcome,2024-06-30 14:30:10,research,success
L0000504,U0064,READ,medication,2018-08-10 15:14:27,care,success
L0000505,U0001,SCORE,encounter,2018-03-18 15:52:20,governance,success
L0000506,U0005,WRITE,medication,2021-01-21 21:49:01,care,success
L0000507,U0023,READ,observation,2019-09-07 16:14:11,care,success
L0000508,U0030,READ,model,2020-04-14 11:58:09,governance,success
L0000509,U0023,SCORE,medication,2021-04-14 13:33:18,governance,success
L0000510,U0058,READ,consent,2019-04-21 08:30:18,population_health,success
L0000511,U0035,READ,condition,2018-01-07 21:01:43,governance,success
L0000512,U0036,READ,medication,2019-11-19 11:12:18,research,error
L0000513,U0013,READ,medication,2022-03-29 01:54:24,research,success
L0000514,U0036,READ,condition,2023-08-24 11:14:32,care,success
L0000515,U0021,SCORE,observation,2020-12-07 23:58:13,population_health,success
L0000516,U0052,SCORE,consent,2021-02-04 23:21:31,governance,success
L0000517,U0005,WRITE,condition,2020-10-29 11:29:46,care,denied
L0000518,U0020,READ,outcome,2021-10-03 07:42:53,population_health,success
L0000519,U0022,SCORE,outcome,2022-02-22 21:14:48,research,success
L0000520,U0060,READ,medication,2018-12-14 01:01:46,research,success
L0000521,U0022,READ,medication,2022-01-10 07:15:28,population_health,success
L0000522,U0053,READ,model,2020-05-05 08:47:54,governance,success
L0000523,U0075,READ,outcome,2022-08-19 05:31:50,governance,success
L0000524,U0078,SCORE,patient,2018-12-13 15:02:41,population_health,success
L0000525,U0095,READ,consent,2023-10-14 07:33:11,governance,success
L0000526,U0100,READ,patient,2021-09-20 13:12:22,research,success
L0000527,U0068,READ,patient,2018-02-24 11:41:55,governance,success
L0000528,U0055,READ,model,2020-04-06 05:36:41,population_health,success
L0000529,U0062,READ,consent,2023-04-09 15:47:22,research,success
L0000530,U0002,READ,observation,2021-08-07 09:47:46,population_health,success
L0000531,U0054,READ,model,2019-06-20 22:46:40,care,success
L0000532,U0090,READ,model,2019-10-03 04:00:48,research,success
L0000533,U0079,SCORE,observation,2024-12-24 06:23:52,care,success
L0000534,U0083,READ,observation,2020-02-19 21:17:16,care,success
L0000535,U0068,READ,observation,2021-02-02 11:03:53,care,success
L0000536,U0068,READ,condition,2021-01-13 16:38:30,research,success
L0000537,U0028,SCORE,model,2020-06-13 19:13:28,population_health,success
L0000538,U0072,ADMIN,observation,2025-04-23 03:41:58,research,success
L0000539,U0031,WRITE,encounter,2024-02-01 14:41:19,governance,success
L0000540,U0040,READ,consent,2022-09-22 10:53:21,care,success
L0000541,U0036,READ,medication,2021-05-14 11:47:16,care,success
L0000542,U0089,ADMIN,observation,2018-09-06 02:29:32,research,success
L0000543,U0015,READ,patient,2018-08-13 15:46:41,care,error
L0000544,U0031,READ,consent,2018-02-07 22:29:37,governance,success
L0000545,U0065,READ,medication,2018-09-05 01:27:48,research,success
L0000546,U0086,READ,observation,2020-07-14 13:19:05,population_health,success
L0000547,U0037,WRITE,consent,2025-04-11 17:32:28,care,success
L0000548,U0049,READ,patient,2022-06-23 07:59:42,population_health,success
L0000549,U0046,READ,medication,2023-04-25 01:12:22,governance,success
L0000550,U0100,READ,observation,2025-09-05 13:46:56,research,success
L0000551,U0086,READ,outcome,2022-11-08 11:38:58,population_health,success
L0000552,U0008,READ,model,2021-01-08 14:20:26,governance,success
L0000553,U0046,READ,medication,2021-07-20 11:34:18,population_health,success
L0000554,U0080,READ,observation,2024-02-25 05:35:26,care,success
L0000555,U0038,READ,patient,2025-04-30 10:12:33,research,success
L0000556,U0029,WRITE,medication,2025-05-04 15:08:54,population_health,success
L0000557,U0083,ADMIN,consent,2018-06-08 07:32:38,research,success
L0000558,U0011,READ,encounter,2019-07-09 21:53:30,research,success
L0000559,U0048,READ,model,2023-12-13 11:19:01,care,success
L0000560,U0020,READ,encounter,2019-11-29 04:41:38,research,success
L0000561,U0095,READ,model,2025-09-25 21:19:22,research,success
L0000562,U0051,READ,medication,2023-08-04 09:12:34,research,success
L0000563,U0043,READ,encounter,2018-09-08 17:42:35,care,denied
L0000564,U0042,READ,encounter,2019-08-04 08:14:26,governance,success
L0000565,U0016,SCORE,observation,2018-12-29 09:49:54,research,success
L0000566,U0075,READ,medication,2024-07-29 20:07:28,research,success
L0000567,U0087,READ,observation,2021-06-25 11:33:05,population_health,success
L0000568,U0099,READ,patient,2020-12-10 21:20:08,care,success
L0000569,U0013,READ,encounter,2024-09-21 03:13:31,care,success
L0000570,U0019,READ,encounter,2022-01-16 17:19:59,population_health,success
L0000571,U0099,WRITE,encounter,2021-08-17 10:19:02,research,success
L0000572,U0014,READ,condition,2020-09-21 06:23:43,research,success
L0000573,U0005,SCORE,encounter,2020-10-31 17:41:22,population_health,success
L0000574,U0073,READ,consent,2022-05-06 04:18:44,population_health,success
L0000575,U0096,READ,consent,2019-12-06 03:22:05,research,success
L0000576,U0038,READ,condition,2019-01-01 12:30:28,research,success
L0000577,U0055,READ,condition,2023-07-02 11:19:19,care,success
L0000578,U0044,READ,encounter,2023-09-05 06:17:49,governance,success
L0000579,U0084,READ,outcome,2022-09-23 01:27:13,research,success
L0000580,U0080,READ,consent,2018-01-07 17:39:58,population_health,success
L0000581,U0078,READ,model,2025-04-05 02:18:56,governance,success
L0000582,U0084,SCORE,condition,2021-04-15 21:36:42,care,success
L0000583,U0077,WRITE,medication,2021-11-11 15:58:46,care,success
L0000584,U0085,READ,encounter,2023-10-26 15:45:41,governance,success
L0000585,U0024,READ,consent,2021-10-20 08:30:48,population_health,success
L0000586,U0061,READ,condition,2022-12-14 08:35:02,population_health,success
L0000587,U0055,READ,encounter,2019-02-18 19:08:41,care,success
L0000588,U0056,READ,medication,2021-01-30 08:42:17,research,success
L0000589,U0097,READ,consent,2025-06-16 06:19:37,governance,success
L0000590,U0032,READ,model,2025-07-07 08:18:50,governance,success
L0000591,U0046,SCORE,outcome,2024-08-29 23:55:09,population_health,success
L0000592,U0048,READ,patient,2024-01-26 03:35:16,governance,success
L0000593,U0050,READ,patient,2024-03-01 08:43:29,governance,success
L0000594,U0081,READ,observation,2021-10-01 22:50:48,research,error
L0000595,U0045,SCORE,model,2020-02-12 11:41:47,population_health,success
L0000596,U0025,READ,condition,2025-07-28 23:59:58,governance,success
L0000597,U0098,READ,encounter,2019-04-14 17:17:59,governance,success
L0000598,U0033,READ,observation,2023-01-22 23:58:25,population_health,success
L0000599,U0038,READ,outcome,2024-11-28 08:35:47,governance,success
L0000600,U0049,READ,observation,2019-10-26 23:04:51,care,success
L0000601,U0080,READ,medication,2019-10-20 04:13:29,governance,success
L0000602,U0003,ADMIN,encounter,2020-09-26 15:47:08,research,success
L0000603,U0054,READ,consent,2023-11-01 04:20:18,research,success
L0000604,U0006,READ,condition,2023-07-10 17:34:26,governance,success
L0000605,U0058,READ,medication,2021-12-22 01:51:19,care,success
L0000606,U0088,READ,consent,2018-01-23 07:42:27,governance,success
L0000607,U0039,READ,outcome,2023-03-06 11:59:14,population_health,success
L0000608,U0065,READ,medication,2018-09-13 05:15:43,population_health,success
L0000609,U0061,READ,consent,2022-08-11 17:40:40,research,success
L0000610,U0070,READ,patient,2021-06-26 01:20:16,population_health,success
L0000611,U0007,SCORE,medication,2020-09-15 21:03:06,population_health,success
L0000612,U0082,READ,model,2018-02-06 21:09:43,population_health,success
L0000613,U0045,READ,encounter,2023-02-03 10:11:03,population_health,success
L0000614,U0094,READ,consent,2023-12-31 09:37:57,governance,success
L0000615,U0076,READ,medication,2025-07-11 00:01:12,governance,success
L0000616,U0017,ADMIN,encounter,2021-05-14 13:25:53,governance,success
L0000617,U0045,READ,outcome,2019-08-28 10:36:56,research,success
L0000618,U0029,SCORE,outcome,2022-12-23 05:42:48,population_health,success
L0000619,U0006,READ,medication,2022-08-15 06:08:30,research,success
L0000620,U0068,READ,observation,2019-01-19 09:34:01,research,success
L0000621,U0019,WRITE,outcome,2020-03-15 18:40:06,research,success
L0000622,U0073,ADMIN,patient,2020-07-21 16:43:16,research,success
L0000623,U0034,READ,encounter,2018-03-22 03:50:37,governance,success
L0000624,U0086,WRITE,patient,2023-04-15 17:06:22,research,success
L0000625,U0038,WRITE,condition,2019-01-11 18:24:45,population_health,success
L0000626,U0028,READ,observation,2023-01-02 23:37:25,governance,success
L0000627,U0029,READ,condition,2021-03-10 09:50:41,governance,success
L0000628,U0032,READ,patient,2022-08-15 10:54:11,population_health,success
L0000629,U0080,READ,consent,2023-01-15 14:42:00,population_health,success
L0000630,U0078,READ,patient,2024-11-22 00:39:57,research,success
L0000631,U0038,READ,model,2022-10-11 07:23:29,population_health,success
L0000632,U0024,READ,observation,2022-08-25 06:17:26,care,success
L0000633,U0015,SCORE,consent,2023-02-27 13:38:37,population_health,success
L0000634,U0069,READ,consent,2022-07-11 16:00:02,population_health,success
L0000635,U0022,READ,condition,2022-03-01 10:24:11,governance,success
L0000636,U0013,READ,outcome,2023-11-14 03:01:06,research,success
L0000637,U0019,READ,outcome,2019-06-20 01:51:47,research,success
L0000638,U0030,READ,outcome,2019-07-11 03:57:47,population_health,success
L0000639,U0058,READ,observation,2020-12-16 03:19:08,governance,success
L0000640,U0085,ADMIN,encounter,2022-09-06 16:10:20,care,success
L0000641,U0042,WRITE,outcome,2018-04-30 19:06:08,population_health,success
L0000642,U0092,SCORE,model,2018-02-01 17:38:33,population_health,success
L0000643,U0031,READ,encounter,2023-01-15 07:34:28,population_health,success
L0000644,U0010,SCORE,condition,2020-02-05 14:54:45,population_health,success
L0000645,U0084,READ,outcome,2023-09-05 07:17:29,governance,success
L0000646,U0080,READ,patient,2020-02-28 10:47:33,care,success
L0000647,U0035,READ,outcome,2020-05-04 15:01:38,governance,success
L0000648,U0098,READ,model,2019-12-02 15:13:33,care,success
L0000649,U0003,READ,encounter,2019-10-09 23:47:49,governance,success
L0000650,U0021,SCORE,patient,2021-07-29 00:16:30,care,error
L0000651,U0041,READ,patient,2019-12-28 03:53:03,population_health,success
L0000652,U0025,SCORE,encounter,2018-10-06 05:08:07,research,success
L0000653,U0084,READ,outcome,2021-04-10 04:58:38,research,success
L0000654,U0009,READ,patient,2021-06-26 13:58:51,governance,success
L0000655,U0067,READ,consent,2024-11-26 04:19:49,population_health,success
L0000656,U0053,WRITE,medication,2018-08-17 22:09:46,research,success
L0000657,U0079,READ,model,2022-05-09 19:13:40,care,success
L0000658,U0017,SCORE,condition,2022-10-08 20:53:25,population_health,success
L0000659,U0078,WRITE,outcome,2020-04-11 13:05:57,governance,success
